"","ResponseId","PROLIFIC_PID","Q_RecaptchaScore","Duration (in seconds)","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid1_4_TEXT","gid2","race-eth-id_1","race-eth-id_2","race-eth-id_3","race-eth-id_4","race-eth-id_5","race-eth-id_6","race-eth-id_7","race-eth-id_8","race-eth-choice","ed","sud_hx"
"210","R_3NQBbOrxjqz5bAq","5f8b4513fb7c7425abdbbb81",1,421,4,4,5,5,11,5,4,5,5,11,7,10,1,5,11,11,10,11,10,11,11,11,10,10,8,9,11,9,11,11,10,11,11,10,8,7,10,11,9,10,10,8,10,11,7,11,40,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"211","R_3HM7QxfaLEvbKSj","6101f0369a23708b0f638259",0.899999976158142,112,4,5,2,2,9,4,3,5,5,10,7,9,1,3,9,9,10,9,10,8,11,10,7,10,11,10,8,8,11,11,9,9,10,8,8,9,9,8,7,9,9,7,9,10,9,8,24,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Master’s Degree","No"
"212","R_2w5BwMZhC4dad43","6479f2a05e037dbc74dc027d",1,208,3,4,3,2,8,4,2,2,5,11,9,10,1,2,8,7,8,9,8,8,10,9,10,11,9,8,10,10,10,10,10,10,10,7,10,11,10,9,7,10,10,9,10,10,10,9,59,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Black","Master’s Degree","No"
"213","R_2cpgu9eukTDn22S","608463432ad9e5774c98b317",0.899999976158142,567,1,5,5,5,11,1,1,1,5,11,9,11,1,2,7,7,7,9,7,7,10,7,11,11,9,9,10,9,11,11,11,11,11,7,11,11,7,8,7,11,9,11,11,10,7,11,51,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"I am fine with the way I am.","Master’s Degree","No"
"214","R_ZCWQCyg8AhK0Cd3","5f13cd9693d2ed043a5e7c96",1,284,2,4,3,3,9,3,1,1,4,10,9,9,1,2,8,7,7,8,7,7,11,7,8,11,7,8,10,9,10,11,9,10,10,7,10,10,8,10,7,11,9,10,11,11,7,9,30,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"215","R_2tXGMsYEihu2qsx","63d40b7d3c7f92ff15ef6b67",1,230,4,5,4,4,10,4,4,4,4,10,10,10,1,2,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,9,10,10,8,8,10,10,10,20,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian American","Associate’s Degree","No"
"216","R_3jYSUoixU4JVkFP","63c48023d6116ee42fa17bf8",0.800000011920929,111,3,4,4,3,10,3,4,NA,4,10,10,9,1,4,10,9,9,10,10,10,10,9,10,10,10,9,9,10,10,9,9,10,NA,10,9,9,9,9,10,9,10,10,10,10,10,9,33,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","Prefer not to say"
"217","R_YRCVwt8Koww9OZX","5f4c1e40b977c21142f78adc",0.899999976158142,181,5,5,5,5,11,5,5,5,5,11,8,11,1,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,10,7,7,9,11,11,7,9,7,10,11,11,11,34,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"218","R_299YOuWzRInhPBZ","5aa31d4f777df20001605caa",0.899999976158142,474,5,5,4,5,11,5,5,4,5,9,9,11,1,5,11,9,11,11,9,9,11,11,9,11,11,11,11,11,11,11,10,11,9,7,11,9,9,11,9,9,10,9,11,11,11,9,36,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,NA,"Other option not represented here","No"
"219","R_22wRG1WaomcCFpo","60fe0b8aad78fee4555a4f39",0.899999976158142,205,3,5,4,4,11,3,3,3,5,9,9,11,1,3,10,10,9,9,9,9,9,9,8,10,10,9,9,10,11,11,10,11,11,9,9,9,8,11,9,9,9,9,9,10,10,11,22,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"220","R_22SvHiXOrUxMZxv","652160925b930a43a0d7ac93",0.899999976158142,393,5,5,5,5,11,5,5,4,5,11,8,11,1,3,10,10,11,10,11,11,11,10,11,11,11,11,10,11,11,11,8,11,10,8,8,9,7,11,10,8,7,8,11,11,11,11,29,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"Mexican","Bachelor’s Degree","No"
"221","R_3imMAvgDESmaQdL","5c9432caec114b0001419276",1,528,3,5,4,3,8,3,3,3,5,10,10,10,1,3,9,8,7,9,7,8,11,9,9,11,7,9,10,10,11,10,10,10,10,7,10,11,7,10,8,9,8,9,11,8,11,9,41,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"222","R_2WGRSUZAhrNTn0n","63d4d112aa36fa1b09ce7c50",1,324,5,5,5,5,11,5,5,5,5,11,8,11,1,5,11,10,11,11,10,10,10,10,11,11,10,10,10,11,11,11,11,11,11,9,8,7,9,11,10,8,8,7,8,11,11,11,26,"Non-binary",NA,"No",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"223","R_1Cq1Nv7I5TRf4PW","63e51e70b4794c0fd8fda225",0.899999976158142,313,1,4,3,3,10,3,2,3,5,11,11,10,1,2,10,7,8,9,7,8,10,9,10,10,7,8,10,11,11,8,7,10,8,7,9,9,10,10,7,10,10,10,10,10,8,10,30,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"224","R_1pEB5HE9JzaWIwY","569cffa09e8363000c3087cd",1,644,5,5,5,5,11,5,5,5,5,11,8,11,1,5,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,10,11,10,9,9,7,9,11,9,7,7,8,9,10,10,11,29,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Bachelor’s Degree","No"
"225","R_1hGc6OLGXiYSgEP","614a125a754b4a9660643d88",0.899999976158142,168,5,5,5,5,11,5,5,5,5,10,8,11,1,5,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,9,8,10,11,10,8,9,8,9,11,10,10,23,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"226","R_ea4GbsYpSNZYXAd","57c137bf5b8c510001af5981",1,171,3,4,3,3,9,4,3,3,4,11,9,9,1,4,9,9,10,10,9,10,11,11,11,9,10,9,10,11,10,9,10,10,10,9,8,10,9,10,8,10,10,8,11,10,9,10,35,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"227","R_1FKZmb6Qd6UGXkm","6365b83b80397324720dc562",0.899999976158142,216,2,5,3,2,11,3,4,5,4,10,10,10,1,4,8,9,8,11,8,10,10,10,11,10,8,7,10,11,9,11,10,10,10,10,8,7,10,10,10,11,8,7,8,11,8,10,60,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"228","R_2vj3otYbPW7rB57","5d3db5cb98775f001769ad10",0.899999976158142,337,5,5,5,5,11,4,5,3,5,11,8,11,1,5,11,10,7,11,10,10,10,10,9,10,8,9,11,10,NA,11,11,11,10,8,9,8,9,10,9,9,8,7,9,10,9,10,60,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"American","High School","No"
"229","R_2XmqKGj00uh70em","5c05fbea1a20110001ea040d",1,176,5,5,5,5,11,5,5,5,5,7,7,11,1,5,11,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,7,7,9,11,11,7,7,7,9,11,11,11,31,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"230","R_264onI4FuKzLrCz","63dc02a5c54eda311e0dacef",1,187,5,5,5,5,11,5,5,5,4,11,9,11,1,4,11,10,11,11,11,11,9,11,11,11,9,10,10,11,10,11,11,11,10,10,8,7,10,11,11,9,9,7,8,10,10,11,34,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Prefer not to say","No"
"231","R_9oC29r12rQFbOdr","63f8aeb6c9098e0ef3bf3553",1,277,5,5,5,5,11,5,5,4,4,11,7,10,1,5,10,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,10,11,11,10,7,7,8,11,11,7,7,7,9,11,11,11,54,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"232","R_1M0TygRRa4OtLj0","5ec75df0d799ae1c11a8115c",1,180,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,10,8,7,11,10,11,7,8,7,10,10,10,11,23,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"233","R_1mqPLXQg60di0Be","652abcf9a639f4cb5c294233",0.899999976158142,215,4,4,4,5,11,4,4,4,5,11,8,9,1,4,11,9,11,10,10,9,11,10,11,11,11,10,11,11,10,11,11,11,10,7,9,9,8,10,9,7,8,8,11,9,11,10,47,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"234","R_pt9st3PT6NyOSlz","62f6f11275b18043d513d789",0.899999976158142,378,5,5,5,4,11,5,5,4,5,11,10,11,1,5,10,9,11,11,11,11,10,11,11,9,10,9,11,11,11,10,10,10,11,10,9,9,10,11,10,7,7,7,7,11,11,11,70,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Doctorate Degree (PhD, PsyD, etc.)","No"
"235","R_2ScXEj6Ye55bHut","63d14c303699c73fb81300cc",1,212,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,11,11,11,11,10,11,11,11,10,9,11,11,9,11,11,11,11,9,7,7,11,11,11,8,8,7,9,11,11,11,42,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Bachelor’s Degree","No"
"236","R_3GlDO40sVvxLNyC","5bbb88c3a748360001944760",0.899999976158142,236,1,5,5,5,11,2,2,1,5,11,7,8,1,1,10,8,7,7,7,7,10,9,11,10,9,8,10,10,11,11,9,11,11,7,9,9,7,10,7,11,11,7,11,10,10,8,42,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,"White",NA,NA,"biracial","Bachelor’s Degree","No"
"237","R_1n8Ruy8uComP4vj","61018f595798ed7d1df1222b",1,258,3,5,3,4,10,4,3,1,5,9,10,8,1,3,9,8,8,9,8,9,10,9,9,10,10,9,10,10,11,10,9,8,9,8,8,8,9,9,8,10,10,7,9,10,8,9,21,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"238","R_3lPQVtSf1KbOlUP","56ee521a65ca4d000cc39e55",1,305,4,5,5,5,11,5,4,4,5,10,9,10,1,3,11,8,10,9,9,8,11,9,11,10,10,10,11,10,11,10,10,10,10,8,10,9,8,11,8,9,9,8,10,11,9,9,45,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"239","R_12zHvI76G4hIM8h","614faec89136e6e4aebe7dfc",0.899999976158142,333,4,5,5,5,11,5,5,3,5,11,9,11,1,4,11,9,11,11,10,10,11,10,11,11,10,11,10,11,9,11,9,9,11,9,9,8,9,10,9,8,9,8,10,11,11,11,50,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"240","R_6RnWvicg2rSS8HD","650a16ad507ab8dcd84f5f7a",0.899999976158142,637,4,5,5,4,11,5,4,4,5,11,10,10,1,4,11,8,10,10,9,10,10,10,9,11,11,9,11,9,10,11,8,10,11,8,8,7,10,10,7,10,10,7,10,11,10,11,34,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"Hispanic and White","Master’s Degree","No"
"241","R_BzIAqr54Y3dDj8d","5db4a409d27e05000f0eaa00",0.899999976158142,236,1,5,5,5,11,5,3,1,4,10,11,7,1,1,11,7,8,7,9,11,10,7,10,11,11,10,7,11,11,10,7,10,11,7,10,11,7,10,7,10,11,11,11,10,10,11,32,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"242","R_1mk4RMEJvDLI9mX","5c2854db89f035000174b3d0",0.800000011920929,323,4,5,5,5,11,5,5,4,5,10,10,11,1,4,10,9,9,10,10,9,11,9,10,11,11,10,10,11,11,10,8,11,11,8,9,7,8,11,9,9,9,9,10,10,10,10,51,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,"White",NA,NA,"Multi ethnicity","Associate’s Degree","No"
"243","R_1OoRAs46OOiTJnE","631a68ee10ec68377cb03457",1,191,3,4,3,4,11,4,3,3,3,11,11,11,1,3,9,9,9,10,8,9,11,9,9,9,7,7,10,9,8,10,7,8,10,9,7,7,10,9,9,9,9,8,8,11,8,8,37,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"244","R_efdpyCY6m2KGJVL","60b05a87a15981f1dec088b6",1,434,3,5,3,3,9,4,3,3,5,11,11,10,1,1,9,7,9,9,10,9,11,9,9,9,10,10,10,9,10,11,10,10,10,11,11,10,9,10,8,10,9,9,10,9,10,9,29,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Southeast asian","Associate’s Degree","No"
"245","R_1mr2ofAE3NuHmGV","62e8287c55a3bf3a70ffe85f",0.899999976158142,255,3,5,4,3,7,5,2,4,4,10,10,11,1,3,11,9,8,9,11,9,8,10,8,10,7,10,10,11,11,11,11,11,8,8,8,8,11,10,8,9,8,9,7,11,10,10,NA,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Bachelor’s Degree","No"
"246","R_PRPnXEr0nC7gvFD","631c790a9061cd8137fd215b",0.899999976158142,172,5,5,3,3,9,5,5,5,5,11,7,11,1,4,9,11,9,9,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,10,7,7,9,11,10,7,7,7,8,11,11,11,27,"Woman",NA,"No",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"247","R_xyFms90FU44VNKx","6077a808b8d8534a901e5d78",0.899999976158142,467,4,5,2,1,7,5,5,4,5,10,10,9,1,5,11,7,7,9,10,11,11,11,11,11,10,10,11,11,11,11,8,11,11,7,7,10,7,11,9,9,10,8,11,11,10,9,30,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"248","R_qDb8YA95lbheHjX","631bec0b4644d71b626240eb",0.899999976158142,269,2,5,3,3,11,2,3,2,3,10,10,10,1,3,9,8,8,9,8,9,10,8,8,10,7,7,10,9,11,10,10,10,10,9,10,10,9,9,7,7,10,9,10,11,7,10,20,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,NA,"High School","No"
"249","R_12GxuigNDZllmgH","5a5c169cac5624000153f585",0.800000011920929,131,5,5,5,5,11,4,5,4,4,7,8,11,1,3,11,10,10,10,10,11,10,10,11,11,10,9,10,11,10,10,10,10,9,10,8,9,10,10,8,8,8,7,9,10,10,11,29,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Associate’s Degree","No"
"250","R_23wrM8WWVk41EZz","62d04f92bfa53e94ef2fabaf",0.800000011920929,827,4,5,3,3,10,4,3,3,4,11,10,10,1,3,11,8,8,10,9,9,10,10,10,10,9,8,11,10,11,11,10,11,11,10,7,9,10,10,8,9,10,8,10,11,11,8,39,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","I don’t know"
"251","R_31g6ZAIJIzqWOgY","5bbcd3d2df2fb8000173308c",0.899999976158142,190,5,5,5,4,11,1,5,5,5,10,7,10,1,5,11,11,11,11,11,11,11,11,10,11,8,10,11,11,10,11,9,9,11,11,7,7,10,11,9,8,11,8,8,11,11,10,22,"Woman",NA,"No",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"252","R_2RP5okcr8zXmAu1","611f07e8d31eb6064d7009f2",0.899999976158142,397,1,5,5,5,11,5,5,3,5,11,11,11,1,1,9,7,9,9,9,7,11,9,10,11,7,7,7,9,11,9,11,11,11,7,11,11,7,9,7,7,11,10,11,11,11,11,47,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Master’s Degree","No"
"253","R_dhXFTvly9O3xNeN","5fd0ceb0bb24d90009e6fc4f",0.800000011920929,344,1,5,3,3,9,5,1,1,5,7,11,8,1,1,8,7,7,9,7,7,11,7,7,10,7,7,7,7,10,8,7,7,10,7,11,11,7,9,7,11,11,10,11,11,8,7,75,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Man","Bachelor’s Degree","No"
"254","R_2VPm0n0QmLGUe3V","63b7231214a665c3e234df23",1,326,3,5,4,4,9,5,4,4,5,10,11,9,1,5,11,8,11,10,9,10,10,10,9,11,9,9,10,10,11,11,10,10,10,7,9,10,7,10,8,7,7,9,9,11,7,10,42,"Man",NA,"Yes",NA,NA,NA,NA,"Indigenous, Aboriginal, or First Nations",NA,NA,NA,NA,"Associate’s Degree","No"
"255","R_zcysEOL2djawffz","5edeb6bc0fb0721619b474d0",0.800000011920929,237,5,5,5,3,11,5,5,5,5,11,7,11,1,5,11,9,11,11,11,9,9,11,11,11,9,9,11,11,11,11,11,11,11,11,8,7,11,11,9,7,9,9,9,11,9,9,31,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"256","R_1guVZviDr4unPD9","606734f4935218ab9f94703c",0.899999976158142,464,2,3,4,4,9,3,3,3,4,10,9,10,1,3,9,8,7,7,7,7,10,9,9,10,7,8,9,9,8,11,9,9,8,7,9,11,7,9,7,11,10,9,11,10,8,10,63,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"257","R_1M3rUnP1IkY4Eiv","5a596a5ce0cf3d0001266b26",0.800000011920929,245,5,5,5,5,11,5,5,4,5,11,8,10,1,5,11,7,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,7,8,10,11,10,7,8,8,8,11,11,11,46,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Black","Associate’s Degree","No"
"258","R_2uqcREowJ3Zfij4","60ff5536a0a45d27c45079b9",0.899999976158142,268,4,5,5,5,10,4,5,4,5,8,8,11,1,4,11,10,11,11,11,11,10,11,11,11,8,8,11,10,10,11,10,10,10,10,8,7,11,10,9,8,8,8,7,11,11,11,21,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"259","R_ClwGZqKvPovE7D3","5dd396e15a40f2398c38e0e7",1,550,4,5,5,4,11,5,5,4,5,11,10,9,1,2,11,8,7,10,10,10,11,10,11,11,11,10,10,11,11,11,11,11,11,7,10,8,7,11,8,8,8,8,11,11,11,10,54,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Associate’s Degree","Yes"
"260","R_2R81lLDxSSfr7rg","6503c6c820f628ab2175e457",0.899999976158142,413,5,5,4,4,10,4,4,4,4,10,9,10,1,4,10,10,8,11,10,10,11,10,9,11,10,9,10,10,11,11,10,10,10,11,10,7,10,9,9,8,9,9,8,10,10,10,29,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"White","Associate’s Degree","No"
"261","R_AcE7RhmfzA0ja0N","6016155f2a5a52794d78ad1e",1,256,5,5,5,5,10,5,5,5,5,11,8,10,1,5,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,9,7,7,10,11,10,8,8,7,8,10,11,11,38,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"262","R_1LbqkJkYrqXPcZc","5dfbc3a1946e978e69d8e586",1,280,3,5,4,3,11,4,3,3,5,11,9,10,1,3,10,10,7,10,9,10,9,9,10,10,8,8,10,10,11,10,10,11,10,10,8,7,8,10,8,8,10,8,10,10,8,10,66,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Bachelor’s Degree","No"
"263","R_3jV6Sap72pjr92S","6413dd7eadc09e71fa198000",0.899999976158142,181,5,5,5,5,11,4,5,5,5,11,8,11,1,5,11,11,11,11,11,11,10,11,11,10,11,11,11,11,11,11,10,11,11,11,7,7,11,11,9,11,7,7,7,11,10,11,39,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","Yes"
"264","R_3EEX1JVhV7rrFSi","5f7654f879a4420e6d20971b",0.899999976158142,128,5,5,5,5,11,4,5,5,5,11,8,10,1,5,11,11,11,11,11,10,11,11,11,11,11,11,11,11,10,11,10,11,10,10,8,7,11,10,11,8,10,7,8,11,10,10,23,"Woman",NA,"Yes",NA,"Arab, Middle Eastern, or North African",NA,NA,NA,"White",NA,NA,"Ashkenazi Jewish/Iranian","Bachelor’s Degree","No"
"265","R_1HoP9pTjNg9uIkK","63f804e5483d1817b4f207b9",0.899999976158142,355,5,5,5,3,11,5,5,5,5,11,7,11,1,3,11,8,9,7,10,11,11,11,11,11,11,9,11,11,10,11,9,10,11,8,7,8,7,11,9,9,9,9,10,10,9,10,25,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"266","R_3NQgmJYMY8GADbT","5fc3442312bc5917b8341963",0.899999976158142,578,5,5,3,3,9,5,5,5,5,10,7,11,1,3,10,8,9,9,11,11,11,10,10,11,10,9,11,11,11,11,11,11,9,8,9,8,10,9,9,10,10,8,9,11,7,10,25,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African-American","Less than High School","No"
"267","R_xtLonLzGKAxrFrr","5bd8a00a96b35e0001679819",1,160,4,5,5,5,11,5,5,5,5,11,7,11,NA,4,11,10,10,10,11,11,11,10,9,11,11,11,9,11,11,11,11,11,11,8,8,7,9,11,9,7,8,7,10,10,10,11,44,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Doctorate Degree (PhD, PsyD, etc.)","No"
"268","R_3JJK7I9gbdDwNgR","5f5eb22e58c9fb7782a6e90c",0.899999976158142,340,5,5,5,4,11,5,5,4,5,11,9,11,1,5,11,9,9,11,11,9,11,11,11,11,11,9,11,11,11,11,11,11,11,8,7,7,11,11,10,7,9,7,9,11,10,11,57,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"269","R_2P26KMeUi3VhAwq","647654b5c93db305ae533763",0.899999976158142,410,1,3,2,2,8,1,1,1,3,8,10,9,1,3,7,7,7,8,7,7,7,7,7,7,7,7,9,7,10,9,7,7,8,9,9,9,7,8,7,9,9,9,11,10,7,7,57,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"270","R_1gqdMc48uzfOUKL","64e0f16e68a0c490096bae65",0.899999976158142,193,1,5,4,5,11,4,3,1,5,11,7,11,1,3,11,11,10,7,7,7,11,7,11,11,10,10,8,11,10,11,10,10,11,7,10,11,7,9,7,8,8,7,11,10,10,11,31,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Other option not represented here","No"
"271","R_10BgzehWH9D3AHs","62b0e0655f1d85cae65b6d28",0.899999976158142,268,5,5,5,5,11,5,5,5,5,11,7,11,1,NA,11,11,11,11,11,11,8,11,11,9,10,10,11,11,9,11,11,11,11,11,7,7,10,11,10,8,9,7,8,11,11,11,47,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Master’s Degree","No"
"272","R_2zBkyX3cVdLiAN3","640cf05d003b6d02e76ce69a",1,322,3,5,5,5,11,4,4,4,5,10,8,9,1,4,11,11,10,10,10,9,10,10,11,10,9,9,9,11,10,10,10,10,10,8,8,8,9,9,9,8,8,8,9,10,8,10,50,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"273","R_29t57JpKfz6Osfe","63e52ae1972fba93f88c63d2",1,344,4,5,4,2,10,4,5,5,3,11,8,10,1,5,11,9,10,11,11,11,10,11,9,9,10,9,10,11,9,11,10,10,11,10,8,7,10,9,9,9,10,7,8,11,9,8,29,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"274","R_1NmHVFTPIjTqeC3","5bdf513338109a0001f474c8",0.800000011920929,267,4,5,5,5,11,5,4,4,3,11,10,11,1,4,8,10,8,10,10,10,11,10,11,11,11,11,10,11,11,10,11,11,11,9,7,8,10,11,9,10,10,8,8,10,9,10,58,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Other option not represented here","Yes"
"275","R_3PXL3iccC4aKXaH","5f1c739305289d0b5b229934",0.899999976158142,306,5,5,5,5,11,5,5,3,5,11,8,9,1,4,10,8,10,11,11,11,11,11,11,11,11,10,10,11,10,10,10,11,10,10,9,9,10,10,9,9,9,7,9,10,10,9,25,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"276","R_plMZBMcp156CkZr","5c318ee243b64d000171d124",1,165,3,4,3,4,11,4,2,2,4,9,10,10,1,2,10,8,9,8,9,8,11,9,10,10,9,9,10,10,10,9,10,10,10,8,9,8,8,10,9,10,9,9,9,10,10,10,29,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"277","R_3j1lotbJ52DTBAm","5fba9bfd8a35c16f49a9666d",0.899999976158142,264,4,5,5,4,11,4,4,4,5,11,7,11,1,4,11,9,10,10,10,10,11,10,10,11,10,11,11,11,10,11,10,10,11,10,8,8,10,10,9,8,8,7,10,10,8,10,31,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"278","R_25L8HajkotkVyxj","64ea292478e6214a440badae",1,379,1,5,5,4,11,4,2,1,5,10,7,11,1,1,11,7,7,7,7,8,11,7,11,9,9,9,9,11,11,10,10,10,10,7,7,10,7,9,7,11,11,11,11,9,8,9,56,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Bachelor’s Degree","No"
"279","R_9EU5fg1iqjzz7hf","65269ca026cd38d2d9ba4541",1,243,3,4,4,1,11,1,1,1,5,9,10,9,1,1,7,7,7,7,7,7,8,7,9,8,7,7,7,10,11,7,8,9,8,7,11,11,8,10,7,7,10,11,11,8,7,8,19,NA,NA,"Yes",NA,NA,"Black or African American","Latine or Hispanic",NA,NA,NA,NA,"Latina","Other option not represented here","No"
"280","R_SNcffxv0ukHdfcl","5dd446ab87c1fd43fbb49aa1",0.899999976158142,376,5,5,5,5,11,5,5,5,5,11,11,11,1,5,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,9,7,7,11,11,11,7,7,7,7,11,11,11,53,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
