"","id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid2","race","hispanic","ed","sud_hx"
"329",329,5,5,3,3,1,5,4,5,5,5,5,4,1,5,4,3,5,5,5,3,5,4,3,5,5,3,5,4,5,5,4,4,3,3,1,2,4,4,3,5,5,2,2,5,5,4,35,"Woman","Yes","White","No","Bachelor’s Degree","No"
"330",330,5,5,5,5,5,5,5,5,5,5,1,5,1,NA,5,5,2,3,5,5,4,5,5,5,3,3,5,5,5,5,4,4,5,5,3,1,3,5,3,3,3,1,2,4,3,5,21,"Woman","Yes","White",NA,"High School","No"
"331",331,5,5,5,5,5,5,5,5,5,5,4,5,1,4,4,1,3,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,5,1,1,3,5,5,3,1,3,2,1,4,4,5,25,"Man","Yes","Black or African American","No","High School","No"
"332",332,3,4,3,3,3,4,3,3,4,4,3,4,1,3,3,3,2,3,4,3,4,3,5,5,3,4,4,5,3,5,4,4,4,3,2,3,4,3,3,2,2,2,3,4,3,4,36,"Man","Yes","White","No","Bachelor’s Degree","No"
"333",333,4,5,5,5,5,4,5,4,5,5,1,4,1,4,4,1,4,4,2,4,5,3,5,5,5,5,5,4,5,4,4,4,4,1,4,2,1,5,2,2,1,4,4,5,5,5,42,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"334",334,4,5,5,5,5,5,5,4,4,4,3,4,1,4,4,3,3,3,4,3,4,3,5,5,4,4,5,4,5,5,2,4,2,2,3,5,2,5,1,2,3,2,4,4,2,3,39,"Man","Yes","White","No","Bachelor’s Degree","No"
"335",335,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,5,3,1,1,2,3,5,5,5,59,"Man","Yes","White","No","Master’s Degree","No"
"336",336,4,5,5,5,5,4,4,2,5,4,5,5,1,2,1,2,1,5,1,1,4,4,2,5,5,5,5,2,4,4,2,4,2,1,5,4,4,4,2,4,2,4,4,5,1,4,29,"Woman","Yes","White","No","Bachelor’s Degree","No"
"337",337,3,4,3,3,3,4,3,3,5,3,4,4,1,3,4,3,3,4,4,4,3,4,3,4,1,1,4,4,5,5,4,5,4,5,2,1,4,3,3,5,5,1,2,4,4,4,27,"Man","Yes","Asian or Asian American","No","High School","No"
"338",338,3,4,2,2,2,3,3,2,4,3,4,3,1,4,3,2,3,2,3,3,4,4,3,4,4,3,3,2,4,3,3,2,3,2,4,4,4,4,2,4,3,4,5,4,2,3,26,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"339",339,1,5,4,3,4,4,4,5,5,5,4,4,1,4,5,2,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,5,2,4,4,4,1,5,2,2,4,5,5,49,"Man","Yes","White","No","Bachelor’s Degree","No"
"340",340,4,5,5,5,5,3,4,4,5,3,4,4,1,2,5,3,2,5,3,1,5,3,3,4,5,5,4,5,3,4,5,5,4,1,3,4,1,4,1,2,3,2,5,2,1,4,42,"Woman","Yes","White","No","High School","No"
"341",341,5,5,5,5,5,5,3,3,5,5,1,3,1,5,5,2,5,5,4,3,4,5,5,5,4,1,5,4,4,5,3,5,5,2,1,4,3,5,2,3,5,2,5,5,4,5,35,"Woman","Yes","Black or African American","No","High School","No"
"342",342,3,5,2,4,4,4,4,3,4,4,2,4,1,3,4,4,4,5,2,3,4,3,4,4,4,2,4,4,2,4,4,4,4,3,4,4,2,3,2,2,1,2,4,4,4,4,37,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"343",343,5,5,3,3,3,5,5,3,5,3,5,3,1,2,3,3,3,3,3,3,5,5,5,3,2,3,5,5,5,5,3,5,3,2,5,3,3,3,2,3,5,3,5,3,3,5,35,"Man","Yes","White","No","Master’s Degree","No"
"344",344,5,5,5,5,4,5,5,4,4,5,1,5,1,3,4,5,4,5,5,5,3,5,5,4,5,4,4,5,3,4,5,5,5,4,1,1,4,4,5,2,4,1,3,5,NA,5,33,"Woman","Yes","White",NA,"High School","No"
"345",345,5,5,4,4,5,4,4,3,5,5,2,4,1,4,3,3,3,3,2,5,5,3,5,5,5,4,5,5,4,5,5,5,5,3,2,3,3,3,3,3,3,2,4,5,4,4,26,"Woman","Yes","White",NA,"Master’s Degree","No"
"346",346,1,1,3,4,4,1,1,1,3,3,2,4,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,5,4,1,2,4,1,5,5,1,3,1,5,5,4,5,4,1,3,29,"Man","Yes","White","No","Bachelor’s Degree","No"
"347",347,2,5,4,3,4,4,4,4,4,4,4,4,1,2,4,2,1,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,2,3,3,3,4,2,4,4,3,4,4,4,4,41,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"348",348,4,4,5,5,5,5,4,4,1,4,4,4,1,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,4,3,2,4,4,4,4,4,4,2,4,4,4,26,"Man","Yes","White","No","High School","No"
"349",349,3,5,5,5,5,5,3,4,5,3,5,5,1,3,4,1,1,3,3,1,5,5,5,4,3,3,5,5,3,5,5,5,5,2,1,1,3,4,3,5,3,1,3,5,3,5,22,"Man","Yes","Asian or Asian American","No","High School","Yes"
"350",350,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,4,4,4,5,5,4,4,4,2,4,5,4,5,5,5,4,5,5,4,2,2,4,4,3,4,4,2,2,5,5,5,24,"Woman","Yes","White","No","Bachelor’s Degree","No"
"351",351,3,4,3,3,3,3,2,2,4,4,3,3,1,2,2,2,3,3,2,2,3,2,2,4,3,3,3,3,3,3,4,4,3,2,2,3,4,3,1,4,3,2,5,4,3,3,55,"Man","Yes","White","No","Bachelor’s Degree","No"
"352",352,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,4,2,4,4,3,3,5,3,5,4,3,5,5,3,5,4,4,3,5,1,3,3,4,3,2,2,1,3,4,3,3,53,"Woman","Yes","White","No","Associate’s Degree","No"
"353",353,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,1,4,5,5,1,3,2,4,5,3,5,42,"Man","Yes","White","No","Master’s Degree","Yes"
"354",354,5,5,5,5,5,5,5,2,5,5,5,5,1,5,5,5,5,1,4,4,5,2,4,5,4,5,4,4,5,5,1,5,4,2,1,2,1,3,1,2,4,4,5,5,4,4,60,"Woman","Yes","White","No","Associate’s Degree","Yes"
"355",355,2,5,3,3,3,3,3,NA,5,4,4,4,1,4,3,2,2,2,2,3,5,3,3,4,3,3,4,3,5,4,4,4,4,2,5,4,2,4,2,3,4,3,5,3,3,3,40,"Man","Yes","White","No","High School","No"
"356",356,5,5,5,5,5,4,5,5,5,5,2,5,1,4,5,4,3,4,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,3,3,5,3,2,3,2,4,4,5,4,52,"Woman","Yes","White","No","Bachelor’s Degree","No"
"357",357,4,5,5,5,5,4,3,1,5,5,1,5,1,2,2,1,1,5,5,3,5,4,5,5,5,5,5,5,5,5,4,5,5,1,4,3,2,4,4,4,4,1,5,5,1,4,58,"Woman","Yes","White","No","Bachelor’s Degree","Yes"
"358",358,4,5,3,3,3,5,4,3,4,4,3,4,1,4,4,3,2,5,4,3,4,5,5,4,5,4,5,4,4,3,4,4,5,4,2,1,5,4,3,4,4,1,2,4,4,5,46,"Man","Yes","White","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"359",359,4,5,5,5,5,4,5,1,5,4,4,4,1,1,5,1,1,3,4,4,5,3,3,5,3,3,3,3,5,5,3,4,5,1,4,1,3,4,2,5,5,1,5,5,3,5,46,"Man","Yes","White","No","Bachelor’s Degree","No"
"360",360,1,5,5,5,5,1,3,1,5,5,1,3,1,1,3,5,1,3,1,3,5,1,5,5,1,1,1,3,5,5,1,3,4,1,1,3,1,3,1,5,NA,3,5,5,4,4,62,"Woman","Yes","Black or African American","No","High School","No"
"361",361,5,5,5,5,5,5,5,4,5,4,2,4,1,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,2,3,1,4,4,4,2,2,1,3,5,4,5,35,"Woman","Yes","White","No","Bachelor’s Degree","No"
"362",362,3,5,3,3,4,5,4,4,4,3,4,3,1,3,3,1,4,3,3,4,5,4,3,5,3,3,5,4,4,3,3,4,1,3,3,3,3,3,3,3,4,1,5,2,3,4,53,"Man","Yes","White","No","Master’s Degree","No"
"363",363,1,5,1,1,5,1,1,1,5,1,5,2,1,2,3,3,1,1,3,2,5,2,3,5,1,1,4,5,5,5,1,1,5,5,3,1,5,1,1,5,4,1,5,5,1,1,30,"Man","Yes","White","No","High School","No"
"364",364,5,5,5,5,5,5,5,5,5,5,1,5,1,4,5,5,4,4,4,4,5,5,5,5,3,4,5,5,5,5,4,4,5,2,3,4,4,5,4,1,1,3,4,3,3,5,34,"Woman","Yes","White","No","Master’s Degree","No"
"365",365,5,5,5,5,5,5,5,5,5,4,2,4,1,1,4,5,4,5,3,5,4,5,5,4,4,4,3,4,5,5,5,5,5,3,3,3,4,4,3,2,3,3,3,4,5,5,24,"Woman","Yes","Asian or Asian American","No","Associate’s Degree","No"
"366",366,3,4,4,5,4,4,2,2,4,3,4,4,1,5,3,2,1,4,2,4,5,4,4,4,1,1,5,4,4,4,3,3,4,1,2,3,4,4,1,5,4,2,5,4,4,4,49,"Woman","Yes","White","No","Bachelor’s Degree","No"
"367",367,3,3,2,2,2,2,2,2,3,3,3,3,1,2,2,3,2,2,3,2,4,2,3,3,3,2,3,2,3,2,3,2,3,2,2,4,2,3,2,3,4,3,4,4,1,3,25,"Man","Yes","Black or African American","No","Associate’s Degree","No"
"368",368,4,5,4,4,3,5,5,5,5,3,4,3,1,3,1,1,1,2,1,3,4,3,3,5,4,4,5,5,5,5,3,4,2,1,3,3,3,3,1,2,3,2,4,5,3,3,25,"Man","Yes","White","No","Bachelor’s Degree","No"
"369",369,3,5,3,1,3,3,1,1,4,3,4,3,1,2,3,3,3,3,3,3,3,1,3,5,3,3,3,3,1,4,3,5,3,1,3,3,3,3,3,5,4,2,4,5,3,3,NA,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"370",370,5,5,5,5,5,4,4,3,5,5,3,4,1,5,5,3,3,3,3,3,3,3,5,4,5,3,5,5,5,4,3,5,5,3,5,3,2,5,1,3,3,3,4,3,3,5,34,"Man","Yes","White","No","High School","No"
"371",371,2,5,5,4,5,5,4,2,5,5,2,4,1,5,5,1,5,1,2,4,5,2,4,5,5,5,2,5,1,5,5,5,4,1,4,1,1,5,1,1,1,1,5,1,1,5,57,"Woman","Yes","White","No","High School","No"
"372",372,4,5,4,5,5,4,4,2,5,4,2,5,1,2,4,3,4,4,4,3,5,4,3,4,2,3,5,3,5,4,5,5,4,4,2,1,3,4,2,2,2,2,4,4,4,4,57,"Woman","Yes","White","No","Bachelor’s Degree","No"
"373",373,5,5,5,5,5,5,5,3,4,5,5,5,1,5,4,5,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,3,1,1,1,3,5,4,5,28,"Woman","Yes","White","No","Master’s Degree","No"
"374",374,4,4,5,5,5,3,3,1,5,5,2,5,1,2,4,1,2,5,3,1,4,5,5,5,3,3,3,3,4,5,4,4,4,5,1,1,4,4,3,3,3,3,3,3,4,4,61,"Man","Yes","White","No","Associate’s Degree","No"
"375",375,4,4,3,2,5,4,4,1,4,3,3,3,1,1,4,4,4,1,3,1,4,2,2,4,4,4,4,1,2,2,3,4,4,2,4,5,2,3,1,4,4,3,4,4,5,1,21,"Woman","Yes","Other or Prefer not to say","No","Bachelor’s Degree","No"
"376",376,5,5,5,5,5,5,5,5,5,4,1,4,1,4,5,5,3,5,3,5,4,5,4,4,3,3,5,5,4,5,3,3,4,4,1,1,4,4,3,3,4,2,1,5,4,5,25,"Woman","Yes","White","No","High School","No"
"377",377,5,5,5,5,5,3,5,4,5,5,4,5,1,5,5,5,3,3,5,5,5,4,5,4,3,4,5,5,5,5,5,5,4,3,2,2,3,4,2,2,2,2,5,5,4,4,62,"Woman","Yes","White","No","High School","No"
"378",378,1,5,3,3,1,1,1,1,5,1,5,3,1,1,1,1,5,3,1,1,4,3,5,5,1,1,3,3,3,5,1,3,2,3,5,3,4,3,1,1,5,3,5,3,5,5,31,"Woman","Yes","Black or African American","No","High School","No"
"379",379,5,5,4,2,5,5,5,4,5,4,4,5,1,5,5,4,1,5,4,4,5,5,4,5,5,4,5,5,5,5,3,4,2,4,4,3,4,5,1,5,5,2,5,5,1,5,27,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"380",380,4,5,4,3,4,4,4,4,4,4,4,4,1,1,1,5,4,1,2,4,5,2,4,5,3,2,2,5,4,4,5,5,2,4,3,4,2,4,4,4,4,3,3,4,5,4,64,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"381",381,4,5,5,5,5,4,3,2,4,3,4,4,1,3,5,3,2,4,4,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,2,3,2,4,2,3,3,2,4,3,4,4,22,"Woman","Yes","White",NA,"Bachelor’s Degree","No"
"382",382,5,5,4,3,2,5,5,5,5,5,2,4,1,2,1,2,3,4,3,4,5,4,4,4,5,4,4,4,5,4,2,4,5,1,4,2,5,5,1,4,4,4,4,5,2,5,25,"Woman","No","Black or African American","No","Associate’s Degree","No"
"383",383,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,NA,5,5,5,1,3,1,2,NA,5,1,5,3,5,4,5,4,29,"Man","No","White","No","Master’s Degree","No"
"384",384,3,NA,3,NA,3,3,4,3,3,4,5,3,1,3,3,4,4,3,3,2,4,4,3,3,3,4,4,4,3,3,3,3,2,3,3,4,3,3,2,4,5,2,4,4,3,3,43,"Non-Binary, Agender, or Other","Yes","White","No","Master’s Degree","No"
"385",385,3,5,3,3,2,2,2,2,5,4,3,2,1,2,2,5,4,3,2,2,5,3,5,5,4,4,4,5,3,4,4,4,5,2,2,3,4,4,2,4,3,2,3,4,4,2,27,"Woman","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"386",386,4,5,5,5,5,5,4,3,5,5,4,5,1,1,4,2,4,2,1,3,5,3,5,5,5,2,2,5,5,4,4,4,4,1,4,1,4,5,1,4,5,2,5,4,1,2,32,"Woman","Yes","White","No","Bachelor’s Degree","No"
"387",387,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,4,5,5,5,5,4,NA,5,5,5,4,5,5,5,5,4,4,4,3,2,2,3,5,3,2,2,1,3,4,5,5,21,"Man","Yes","White","No","High School","No"
"388",388,3,5,5,4,4,5,3,3,5,5,4,5,1,3,5,3,5,5,4,3,5,5,4,5,3,3,5,5,5,5,3,5,4,3,2,1,5,5,3,5,5,1,2,5,4,4,23,"Man","Yes","Multiracial","No","High School","No"
"389",389,4,5,3,3,2,4,4,4,5,5,2,3,1,4,5,5,4,4,4,4,5,4,5,5,5,3,4,4,5,5,4,5,4,2,2,3,4,5,4,2,1,2,4,5,5,4,NA,"Woman","Yes","White","No","Bachelor’s Degree","No"
"390",390,4,5,3,2,3,NA,3,2,4,3,4,3,1,4,3,1,4,3,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,26,"Man","Yes","White","No","Bachelor’s Degree","No"
"391",391,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,1,1,5,4,1,1,2,4,5,5,5,28,"Non-Binary, Agender, or Other","No","Multiracial",NA,"High School","No"
"392",392,2,5,3,2,2,4,3,NA,NA,3,4,3,1,3,3,3,3,3,4,3,5,3,4,4,3,2,3,4,3,4,3,3,2,2,3,3,2,3,3,4,3,3,3,3,2,3,26,"Woman","Yes","Black or African American","No","Bachelor’s Degree","I don’t know"
"393",393,5,5,5,5,5,5,5,5,3,5,3,3,1,4,4,NA,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,3,2,5,3,5,3,1,3,4,4,5,38,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"394",394,5,5,3,3,3,5,5,5,5,5,3,3,1,5,5,4,3,5,4,4,4,5,4,5,4,3,5,5,5,5,5,5,3,4,3,2,4,4,3,5,5,1,3,5,4,5,21,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"395",395,5,5,5,5,4,3,4,4,4,3,2,4,1,4,3,2,2,2,3,1,4,3,3,5,3,3,5,3,5,4,3,3,4,2,3,3,3,4,3,3,3,2,4,3,3,4,33,"Man","Yes","Black or African American","No","High School","No"
"396",396,5,5,5,5,5,5,5,4,5,5,1,2,1,1,1,4,1,5,4,1,4,5,5,5,2,2,5,5,5,5,5,5,5,2,2,2,1,4,1,5,5,1,5,5,2,2,52,"Woman","Yes","White","No","Bachelor’s Degree","No"
"397",397,5,5,5,5,5,5,5,5,4,5,2,4,1,5,5,5,5,5,4,5,4,5,5,5,3,3,5,5,4,5,5,5,5,4,1,2,4,5,3,2,2,1,2,5,3,5,48,"Man","Yes","White","No","Bachelor’s Degree","Yes"
"398",398,4,5,5,5,5,5,4,4,5,5,2,4,1,5,5,3,2,4,4,5,4,5,3,4,4,3,4,5,4,5,4,5,4,3,2,1,4,5,3,2,2,1,3,4,4,4,52,"Man","Yes","White","No","High School","No"
"399",399,4,5,5,5,5,4,4,4,5,5,4,5,1,5,5,3,1,2,4,4,5,3,4,5,5,5,3,4,4,5,4,4,5,2,3,3,1,5,2,4,4,3,5,5,2,5,37,"Man","No","White","No","High School","No"
"400",400,3,5,4,2,5,1,2,2,5,3,3,4,1,2,2,4,1,3,3,2,4,3,3,3,3,3,1,3,4,2,3,3,5,2,5,3,2,3,2,3,3,3,4,3,3,3,27,"Woman","Yes","White","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"401",401,1,5,2,2,2,2,1,3,2,4,5,4,1,1,1,1,1,1,1,2,5,1,1,5,3,4,3,1,4,2,1,2,5,1,2,5,1,5,1,2,1,4,4,3,2,3,41,"Man","Yes","White","No","Bachelor’s Degree","No"
"402",402,5,5,5,5,5,4,5,2,5,5,1,5,1,4,5,2,2,4,4,4,4,4,5,2,2,2,5,5,2,5,4,5,5,4,2,3,2,5,4,2,1,1,4,4,5,5,59,"Woman","Yes","White","No","High School","No"
"403",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"404",404,2,5,NA,NA,4,4,2,4,4,4,4,4,NA,4,2,NA,1,2,2,2,4,2,4,4,NA,2,2,4,4,4,4,2,4,4,4,4,4,4,2,NA,2,4,5,2,4,4,NA,NA,NA,NA,"No",NA,NA
"405",405,NA,5,3,2,4,5,5,5,5,NA,2,3,NA,5,4,3,4,4,4,3,4,5,5,4,NA,3,5,5,NA,5,5,5,4,3,1,1,3,3,3,2,4,2,2,NA,1,5,NA,NA,NA,NA,"No",NA,NA
"406",406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"407",407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,5,2,NA,NA,NA,NA,NA,"No",NA,NA
"408",408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"409",409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
